individual	locus1	locus2	locus3	locus4	locus5	locus6	locus7	locus8	locus9					
S42	S69	22500												
S42	S70	22500												
S42	S71	22500												
S44	S50	6800												
S44	S51	6800												
S44	S52	6800												
S44	S53	6800												
S44	S54	9100												
S44	S55	9100												
S44	S56	9100												
S44	S57	9100												
S44	S58	9100												
S44	S59	9100												
S44	S63	10600												
S44	S64	10600												
S44	S65	10600												
S44	S66	10600												
S44	S67	10600												
S44	S67-B	10600												
S44	S67-C	10600												
S44	S68	10600												
S44	S68-B	10600												
S44	S68-C	10600												
S44	S69	10600												
S44	S70	10600												
S44	S71	10600												
S45	S50	6800												
S45	S51	6800												
S45	S52	6800												
S45	S53	6800												
S45	S54	9100												
S45	S55	9100												
S45	S56	9100												
S45	S57	9100												
S45	S58	9100												
S45	S59	9100												
S45	S63	10600												
S45	S64	10600												
S45	S65	10600												
S45	S66	10600												
S45	S67	10600												
S45	S67-B	10600												
S45	S67-C	10600												
S45	S68	10600												
S45	S68-B	10600												
S45	S68-C	10600												
S45	S69	10600												
S45	S70	10600												
S45	S71	10600												
S46	S50	6800												
S46	S51	6800												
S46	S52	6800												
S46	S53	6800												
S46	S54	9100												
S46	S55	9100												
S46	S56	9100												
S46	S57	9100												
S46	S58	9100												
S46	S59	9100												
S46	S63	10600												
S46	S64	10600												
S46	S65	10600												
S46	S66	10600												
S46	S67	10600												
S46	S67-B	10600												
S46	S67-C	10600												
S46	S68	10600												
S46	S68-B	10600												
S46	S68-C	10600												
S46	S69	10600												
S46	S70	10600												
S46	S71	10600												
S47	S50	6800												
S47	S51	6800												
S47	S52	6800												
S47	S53	6800												
S47	S54	9100												
S47	S55	9100												
S47	S56	9100												
S47	S57	9100												
S47	S58	9100												
S47	S59	9100												
S47	S63	10600												
S47	S64	10600												
S47	S65	10600												
S47	S66	10600												
S47	S67	10600												
S47	S67-B	10600												
S47	S67-C	10600												
S47	S68	10600												
S47	S68-B	10600												
S47	S68-C	10600												
S47	S69	10600												
S47	S70	10600												
S47	S71	10600												
S49	S50	6800												
S49	S51	6800												
S49	S52	6800												
S49	S53	6800												
S49	S54	9100												
S49	S55	9100												
S49	S56	9100												
S49	S57	9100												
S49	S58	9100												
S49	S59	9100												
S49	S63	10600												
S49	S64	10600												
S49	S65	10600												
S49	S66	10600												
S49	S67	10600												
S49	S67-B	10600												
S49	S67-C	10600												
S49	S68	10600												
S49	S68-B	10600												
S49	S68-C	10600												
S49	S69	10600												
S49	S70	10600												
S49	S71	10600												
S50	S54	3100												
S50	S55	3100												
S50	S56	3100												
S50	S57	3100												
S50	S58	3100												
S50	S59	3100												
S50	S63	3600												
S50	S64	3600												
S50	S65	3600												
S50	S66	3600												
S50	S67	3600												
S50	S67-B	3600												
S50	S67-C	3600												
S50	S68	3600												
S50	S68-B	3600												
S50	S68-C	3600												
S50	S69	3600												
S50	S70	3600												
S50	S71	3600												
S51	S54	3100												
S51	S55	3100												
S51	S56	3100												
S51	S57	3100												
S51	S58	3100												
S51	S59	3100												
S51	S63	3600												
S51	S64	3600												
S51	S65	3600												
S51	S66	3600												
S51	S67	3600												
S51	S67-B	3600												
S51	S67-C	3600												
S51	S68	3600												
S51	S68-B	3600												
S51	S68-C	3600												
S51	S69	3600												
S51	S70	3600												
S51	S71	3600												
S52	S54	3100												
S52	S55	3100												
S52	S56	3100												
S52	S57	3100												
S52	S58	3100												
S52	S59	3100												
S52	S63	3600												
S52	S64	3600												
S52	S65	3600												
S52	S66	3600												
S52	S67	3600												
S52	S67-B	3600												
S52	S67-C	3600												
S52	S68	3600												
S52	S68-B	3600												
S52	S68-C	3600												
S52	S69	3600												
S52	S70	3600												
S52	S71	3600												
S53	S54	3100												
S53	S55	3100												
S53	S56	3100												
S53	S57	3100												
S53	S58	3100												
S53	S59	3100												
S53	S63	3600												
S53	S64	3600												
S53	S65	3600												
S53	S66	3600												
S53	S67	3600												
S53	S67-B	3600												
S53	S67-C	3600												
S53	S68	3600												
S53	S68-B	3600												
S53	S68-C	3600												
S53	S69	3600												
S53	S70	3600												
S53	S71	3600												
S54	S63	2100												
S54	S64	2100												
S54	S65	2100												
S54	S66	2100												
S54	S67	2100												
S54	S67-B	2100												
S54	S67-C	2100												
S54	S68	2100												
S54	S68-B	2100												
S54	S68-C	2100												
S54	S69	2100												
S54	S70	2100												
S54	S71	2100												
S55	S63	2100												
S55	S64	2100												
S55	S65	2100												
S55	S66	2100												
S55	S67	2100												
S55	S67-B	2100												
S55	S67-C	2100												
S55	S68	2100												
S55	S68-B	2100												
S55	S68-C	2100												
S55	S69	2100												
S55	S70	2100												
S55	S71	2100												
S56	S63	2100												
S56	S64	2100												
S56	S65	2100												
S56	S66	2100												
S56	S67	2100												
S56	S67-B	2100												
S56	S67-C	2100												
S56	S68	2100												
S56	S68-B	2100												
S56	S68-C	2100												
S56	S69	2100												
S56	S70	2100												
S56	S71	2100												
S57	S63	2100												
S57	S64	2100												
S57	S65	2100												
S57	S66	2100												
S57	S67	2100												
S57	S67-B	2100												
S57	S67-C	2100												
S57	S68	2100												
S57	S68-B	2100												
S57	S68-C	2100												
S57	S69	2100												
S57	S70	2100												
S57	S71	2100												
S58	S63	2100												
S58	S64	2100												
S58	S65	2100												
S58	S66	2100												
S58	S67	2100												
S58	S67-B	2100												
S58	S67-C	2100												
S58	S68	2100												
S58	S68-B	2100												
S58	S68-C	2100												
S58	S69	2100												
S58	S70	2100												
S58	S71	2100												
S59	S63	2100												
S59	S64	2100												
S59	S65	2100												
S59	S66	2100												
S59	S67	2100												
S59	S67-B	2100												
S59	S67-C	2100												
S59	S68	2100												
S59	S68-B	2100												
S59	S68-C	2100												
S59	S69	2100												
S59	S70	2100												
S59	S71	2100												
														
