individual	locus1	locus2	locus3	locus4	locus5	locus6	locus7	locus8	locus9					
S9	S45	24400												
S9	S46	24400												
S9	S47	24400												
S9	S49	24400												
S9	S50	30600												
S9	S51	30600												
S9	S52	30600												
S9	S53	30600												
S9	S54	33000												
S9	S55	33000												
S9	S56	33000												
S9	S57	33000												
S9	S58	33000												
S9	S59	33000												
S9	S63	34200												
S9	S64	34200												
S9	S65	34200												
S9	S66	34200												
S9	S67	34200												
S9	S67-B	34200												
S9	S67-C	34200												
S9	S68	34200												
S9	S68-B	34200												
S9	S68-C	34200												
S9	S69	34200												
S9	S70	34200												
S9	S71	34200												
S10	S13	1000												
S10	S14	1000												
S10	S16	1000												
S10	S17	1000												
S10	S18	1000												
S10	S19	1000												
S10	S20	1000												
S10	S21	1000												
S10	S22	1000												
S10	S23	1000												
S10	S28	17500												
S10	S29	17500												
S10	S30	17500												
S10	S30-B	17500												
S10	S30-C	17500												
S10	S31	17500												
S10	S31-B	17500												
S10	S31-C	17500												
S10	S32	17500												
S10	S33	17500												
S10	S34	17500												
S10	S34-B	17500												
S10	S34-D	17500												
S10	S35	17500												
S10	S35-B	17500												
S10	S35-C	17500												
S10	S37	15300												
S10	S38	15300												
S10	S39	15300												
S10	S40	15300												
S10	S41	15300												
S10	S42	15300												
S10	S44	24400												
S10	S45	24400												
S10	S46	24400												
S10	S47	24400												
S10	S49	24400												
S10	S50	30600												
S10	S51	30600												
S10	S52	30600												
S10	S53	30600												
S10	S54	33000												
S10	S55	33000												
S10	S56	33000												
S10	S57	33000												
S10	S58	33000												
S10	S59	33000												
S10	S63	34200												
S10	S64	34200												
S10	S65	34200												
S10	S66	34200												
S10	S67	34200												
S10	S67-B	34200												
S10	S67-C	34200												
S10	S68	34200												
S10	S68-B	34200												
S10	S68-C	34200												
S10	S69	34200												
S10	S70	34200												
S10	S71	34200												
S13	S28	17700												
S13	S29	17700												
S13	S30	17700												
S13	S30-B	17700												
S13	S30-C	17700												
S13	S31	17700												
S13	S31-B	17700												
S13	S31-C	17700												
S13	S32	17700												
S13	S33	17700												
S13	S34	17700												
S13	S34-B	17700												
S13	S34-D	17700												
S13	S35	17700												
S13	S35-B	17700												
S13	S35-C	17700												
S13	S37	15500												
S13	S38	15500												
S13	S39	15500												
S13	S40	15500												
S13	S41	15500												
S13	S42	15500												
S13	S44	25100												
S13	S45	25100												
S13	S46	25100												
S13	S47	25100												
S13	S49	25100												
S13	S50	31500												
S13	S51	31500												
S13	S52	31500												
S13	S53	31500												
S13	S54	33700												
S13	S55	33700												
S13	S56	33700												
S13	S57	33700												
S13	S58	33700												
S13	S59	33700												
S13	S63	35300												
S13	S64	35300												
S13	S65	35300												
S13	S66	35300												
S13	S67	35300												
S13	S67-B	35300												
S13	S67-C	35300												
S13	S68	35300												
S13	S68-B	35300												
S13	S68-C	35300												
S13	S69	35300												
S13	S70	35300												
S13	S71	35300												
S14	S28	17700												
S14	S29	17700												
S14	S30	17700												
S14	S30-B	17700												
S14	S30-C	17700												
S14	S31	17700												
S14	S31-B	17700												
S14	S31-C	17700												
S14	S32	17700												
S14	S33	17700												
S14	S34	17700												
S14	S34-B	17700												
S14	S34-D	17700												
S14	S35	17700												
S14	S35-B	17700												
S14	S35-C	17700												
S14	S37	15500												
S14	S38	15500												
S14	S39	15500												
S14	S40	15500												
S14	S41	15500												
S14	S42	15500												
S14	S44	25100												
S14	S45	25100												
S14	S46	25100												
S14	S47	25100												
S14	S49	25100												
S14	S50	31500												
S14	S51	31500												
S14	S52	31500												
S14	S53	31500												
S14	S54	33700												
S14	S55	33700												
S14	S56	33700												
S14	S57	33700												
S14	S58	33700												
S14	S59	33700												
S14	S63	35300												
S14	S64	35300												
S14	S65	35300												
S14	S66	35300												
S14	S67	35300												
S14	S67-B	35300												
S14	S67-C	35300												
S14	S68	35300												
S14	S68-B	35300												
S14	S68-C	35300												
S14	S69	35300												
S14	S70	35300												
S14	S71	35300												
S16	S28	17700												
S16	S29	17700												
S16	S30	17700												
S16	S30-B	17700												
S16	S30-C	17700												
S16	S31	17700												
S16	S31-B	17700												
S16	S31-C	17700												
S16	S32	17700												
S16	S33	17700												
S16	S34	17700												
S16	S34-B	17700												
S16	S34-D	17700												
S16	S35	17700												
S16	S35-B	17700												
S16	S35-C	17700												
S16	S37	15500												
S16	S38	15500												
S16	S39	15500												
S16	S40	15500												
S16	S41	15500												
S16	S42	15500												
S16	S44	25100												
S16	S45	25100												
S16	S46	25100												
S16	S47	25100												
S16	S49	25100												
S16	S50	31500												
S16	S51	31500												
S16	S52	31500												
S16	S53	31500												
S16	S54	33700												
S16	S55	33700												
S16	S56	33700												
S16	S57	33700												
S16	S58	33700												
S16	S59	33700												
S16	S63	35300												
S16	S64	35300												
S16	S65	35300												
S16	S66	35300												
S16	S67	35300												
S16	S67-B	35300												
S16	S67-C	35300												
S16	S68	35300												
S16	S68-B	35300												
S16	S68-C	35300												
S16	S69	35300												
S16	S70	35300												
S16	S71	35300												
S17	S28	17700												
S17	S29	17700												
S17	S30	17700												
S17	S30-B	17700												
S17	S30-C	17700												
S17	S31	17700												
S17	S31-B	17700												
S17	S31-C	17700												
S17	S32	17700												
S17	S33	17700												
S17	S34	17700												
S17	S34-B	17700												
S17	S34-D	17700												
S17	S35	17700												
S17	S35-B	17700												
S17	S35-C	17700												
S17	S37	15500												
S17	S38	15500												
S17	S39	15500												
S17	S40	15500												
S17	S41	15500												
S17	S42	15500												
S17	S44	25100												
S17	S45	25100												
S17	S46	25100												
S17	S47	25100												
S17	S49	25100												
S17	S50	31500												
S17	S51	31500												
S17	S52	31500												
S17	S53	31500												
S17	S54	33700												
S17	S55	33700												
S17	S56	33700												
S17	S57	33700												
S17	S58	33700												
S17	S59	33700												
S17	S63	35300												
S17	S64	35300												
S17	S65	35300												
S17	S66	35300												
S17	S67	35300												
S17	S67-B	35300												
S17	S67-C	35300												
S17	S68	35300												
S17	S68-B	35300												
S17	S68-C	35300												
S17	S69	35300												
S17	S70	35300												
S17	S71	35300												
S18	S28	17700												
S18	S29	17700												
S18	S30	17700												
S18	S30-B	17700												
S18	S30-C	17700												
S18	S31	17700												
S18	S31-B	17700												
S18	S31-C	17700												
S18	S32	17700												
S18	S33	17700												
S18	S34	17700												
S18	S34-B	17700												
S18	S34-D	17700												
S18	S35	17700												
S18	S35-B	17700												
S18	S35-C	17700												
S18	S37	15500												
S18	S38	15500												
S18	S39	15500												
S18	S40	15500												
S18	S41	15500												
S18	S42	15500												
S18	S44	25100												
S18	S45	25100												
S18	S46	25100												
S18	S47	25100												
S18	S49	25100												
S18	S50	31500												
S18	S51	31500												
S18	S52	31500												
S18	S53	31500												
S18	S54	33700												
S18	S55	33700												
S18	S56	33700												
S18	S57	33700												
S18	S58	33700												
S18	S59	33700												
S18	S63	35300												
S18	S64	35300												
S18	S65	35300												
S18	S66	35300												
S18	S67	35300												
S18	S67-B	35300												
S18	S67-C	35300												
S18	S68	35300												
S18	S68-B	35300												
S18	S68-C	35300												
S18	S69	35300												
S18	S70	35300												
S18	S71	35300												
S19	S28	17700												
S19	S29	17700												
S19	S30	17700												
S19	S30-B	17700												
S19	S30-C	17700												
S19	S31	17700												
S19	S31-B	17700												
S19	S31-C	17700												
S19	S32	17700												
S19	S33	17700												
S19	S34	17700												
S19	S34-B	17700												
S19	S34-D	17700												
S19	S35	17700												
S19	S35-B	17700												
S19	S35-C	17700												
S19	S37	15500												
S19	S38	15500												
S19	S39	15500												
S19	S40	15500												
S19	S41	15500												
S19	S42	15500												
S19	S44	25100												
S19	S45	25100												
S19	S46	25100												
S19	S47	25100												
S19	S49	25100												
S19	S50	31500												
S19	S51	31500												
S19	S52	31500												
S19	S53	31500												
S19	S54	33700												
S19	S55	33700												
S19	S56	33700												
S19	S57	33700												
S19	S58	33700												
S19	S59	33700												
S19	S63	35300												
S19	S64	35300												
S19	S65	35300												
S19	S66	35300												
S19	S67	35300												
S19	S67-B	35300												
S19	S67-C	35300												
S19	S68	35300												
S19	S68-B	35300												
S19	S68-C	35300												
S19	S69	35300												
S19	S70	35300												
S19	S71	35300												
S20	S28	17700												
S20	S29	17700												
S20	S30	17700												
S20	S30-B	17700												
S20	S30-C	17700												
S20	S31	17700												
S20	S31-B	17700												
S20	S31-C	17700												
S20	S32	17700												
S20	S33	17700												
S20	S34	17700												
S20	S34-B	17700												
S20	S34-D	17700												
S20	S35	17700												
S20	S35-B	17700												
S20	S35-C	17700												
S20	S37	15500												
S20	S38	15500												
S20	S39	15500												
S20	S40	15500												
S20	S41	15500												
S20	S42	15500												
S20	S44	25100												
S20	S45	25100												
S20	S46	25100												
S20	S47	25100												
S20	S49	25100												
S20	S50	31500												
S20	S51	31500												
S20	S52	31500												
S20	S53	31500												
S20	S54	33700												
S20	S55	33700												
S20	S56	33700												
S20	S57	33700												
S20	S58	33700												
S20	S59	33700												
S20	S63	35300												
S20	S64	35300												
S20	S65	35300												
S20	S66	35300												
S20	S67	35300												
S20	S67-B	35300												
S20	S67-C	35300												
S20	S68	35300												
S20	S68-B	35300												
S20	S68-C	35300												
S20	S69	35300												
S20	S70	35300												
S20	S71	35300												
S21	S28	17700												
S21	S29	17700												
S21	S30	17700												
S21	S30-B	17700												
S21	S30-C	17700												
S21	S31	17700												
S21	S31-B	17700												
S21	S31-C	17700												
S21	S32	17700												
S21	S33	17700												
S21	S34	17700												
S21	S34-B	17700												
S21	S34-D	17700												
S21	S35	17700												
S21	S35-B	17700												
S21	S35-C	17700												
S21	S37	15500												
S21	S38	15500												
S21	S39	15500												
S21	S40	15500												
S21	S41	15500												
S21	S42	15500												
S21	S44	25100												
S21	S45	25100												
S21	S46	25100												
S21	S47	25100												
S21	S49	25100												
S21	S50	31500												
S21	S51	31500												
S21	S52	31500												
S21	S53	31500												
S21	S54	33700												
S21	S55	33700												
S21	S56	33700												
S21	S57	33700												
S21	S58	33700												
S21	S59	33700												
S21	S63	35300												
S21	S64	35300												
S21	S65	35300												
S21	S66	35300												
S21	S67	35300												
S21	S67-B	35300												
S21	S67-C	35300												
S21	S68	35300												
S21	S68-B	35300												
S21	S68-C	35300												
S21	S69	35300												
S21	S70	35300												
S21	S71	35300												
S22	S28	17700												
S22	S29	17700												
S22	S30	17700												
S22	S30-B	17700												
S22	S30-C	17700												
S22	S31	17700												
S22	S31-B	17700												
S22	S31-C	17700												
S22	S32	17700												
S22	S33	17700												
S22	S34	17700												
S22	S34-B	17700												
S22	S34-D	17700												
S22	S35	17700												
S22	S35-B	17700												
S22	S35-C	17700												
S22	S37	15500												
S22	S38	15500												
S22	S39	15500												
S22	S40	15500												
S22	S41	15500												
S22	S42	15500												
S22	S44	25100												
S22	S45	25100												
S22	S46	25100												
S22	S47	25100												
S22	S49	25100												
S22	S50	31500												
S22	S51	31500												
S22	S52	31500												
S22	S53	31500												
S22	S54	33700												
S22	S55	33700												
S22	S56	33700												
S22	S57	33700												
S22	S58	33700												
S22	S59	33700												
S22	S63	35300												
S22	S64	35300												
S22	S65	35300												
S22	S66	35300												
S22	S67	35300												
S22	S67-B	35300												
S22	S67-C	35300												
S22	S68	35300												
S22	S68-B	35300												
S22	S68-C	35300												
S22	S69	35300												
S22	S70	35300												
S22	S71	35300												
S23	S28	17700												
S23	S29	17700												
S23	S30	17700												
S23	S30-B	17700												
S23	S30-C	17700												
S23	S31	17700												
S23	S31-B	17700												
S23	S31-C	17700												
S23	S32	17700												
S23	S33	17700												
S23	S34	17700												
S23	S34-B	17700												
S23	S34-D	17700												
S23	S35	17700												
S23	S35-B	17700												
S23	S35-C	17700												
S23	S37	15500												
S23	S38	15500												
S23	S39	15500												
S23	S40	15500												
S23	S41	15500												
S23	S42	15500												
S23	S44	25100												
S23	S45	25100												
S23	S46	25100												
S23	S47	25100												
S23	S49	25100												
S23	S50	31500												
S23	S51	31500												
S23	S52	31500												
S23	S53	31500												
S23	S54	33700												
S23	S55	33700												
S23	S56	33700												
S23	S57	33700												
S23	S58	33700												
S23	S59	33700												
S23	S63	35300												
S23	S64	35300												
S23	S65	35300												
S23	S66	35300												
S23	S67	35300												
S23	S67-B	35300												
S23	S67-C	35300												
S23	S68	35300												
S23	S68-B	35300												
S23	S68-C	35300												
S23	S69	35300												
S23	S70	35300												
S23	S71	35300												
S28	S37	2000												
S28	S38	2000												
S28	S39	2000												
S28	S40	2000												
S28	S41	2000												
S28	S42	2000												
S28	S44	10600												
S28	S45	10600												
S28	S46	10600												
S28	S47	10600												
S28	S49	10600												
S28	S50	18000												
S28	S51	18000												
S28	S52	18000												
S28	S53	18000												
S28	S54	20200												
S28	S55	20200												
S28	S56	20200												
S28	S57	20200												
S28	S58	20200												
S28	S59	20200												
S28	S63	20800												
S28	S64	20800												
S28	S65	20800												
S28	S66	20800												
S28	S67	20800												
S28	S67-B	20800												
S28	S67-C	20800												
S28	S68	20800												
S28	S68-B	20800												
S28	S68-C	20800												
S28	S69	20800												
S28	S70	20800												
S28	S71	20800												
S29	S37	2000												
S29	S38	2000												
S29	S39	2000												
S29	S40	2000												
S29	S41	2000												
S29	S42	2000												
S29	S44	10600												
S29	S45	10600												
S29	S46	10600												
S29	S47	10600												
S29	S49	10600												
S29	S50	18000												
S29	S51	18000												
S29	S52	18000												
S29	S53	18000												
S29	S54	20200												
S29	S55	20200												
S29	S56	20200												
S29	S57	20200												
S29	S58	20200												
S29	S59	20200												
S29	S63	20800												
S29	S64	20800												
S29	S65	20800												
S29	S66	20800												
S29	S67	20800												
S29	S67-B	20800												
S29	S67-C	20800												
S29	S68	20800												
S29	S68-B	20800												
S29	S68-C	20800												
S29	S69	20800												
S29	S70	20800												
S29	S71	20800												
S30	S37	2000												
S30	S38	2000												
S30	S39	2000												
S30	S40	2000												
S30	S41	2000												
S30	S42	2000												
S30	S44	10600												
S30	S45	10600												
S30	S46	10600												
S30	S47	10600												
S30	S49	10600												
S30	S50	18000												
S30	S51	18000												
S30	S52	18000												
S30	S53	18000												
S30	S54	20200												
S30	S55	20200												
S30	S56	20200												
S30	S57	20200												
S30	S58	20200												
S30	S59	20200												
S30	S63	20800												
S30	S64	20800												
S30	S65	20800												
S30	S66	20800												
S30	S67	20800												
S30	S67-B	20800												
S30	S67-C	20800												
S30	S68	20800												
S30	S68-B	20800												
S30	S68-C	20800												
S30	S69	20800												
S30	S70	20800												
S30	S71	20800												
S30-B	S37	2000												
S30-B	S38	2000												
S30-B	S39	2000												
S30-B	S40	2000												
S30-B	S41	2000												
S30-B	S42	2000												
S30-B	S44	10600												
S30-B	S45	10600												
S30-B	S46	10600												
S30-B	S47	10600												
S30-B	S49	10600												
S30-B	S50	18000												
S30-B	S51	18000												
S30-B	S52	18000												
S30-B	S53	18000												
S30-B	S54	20200												
S30-B	S55	20200												
S30-B	S56	20200												
S30-B	S57	20200												
S30-B	S58	20200												
S30-B	S59	20200												
S30-B	S63	20800												
S30-B	S64	20800												
S30-B	S65	20800												
S30-B	S66	20800												
S30-B	S67	20800												
S30-B	S67-B	20800												
S30-B	S67-C	20800												
S30-B	S68	20800												
S30-B	S68-B	20800												
S30-B	S68-C	20800												
S30-B	S69	20800												
S30-B	S70	20800												
S30-B	S71	20800												
S30-C	S37	2000												
S30-C	S38	2000												
S30-C	S39	2000												
S30-C	S40	2000												
S30-C	S41	2000												
S30-C	S42	2000												
S30-C	S44	10600												
S30-C	S45	10600												
S30-C	S46	10600												
S30-C	S47	10600												
S30-C	S49	10600												
S30-C	S50	18000												
S30-C	S51	18000												
S30-C	S52	18000												
S30-C	S53	18000												
S30-C	S54	20200												
S30-C	S55	20200												
S30-C	S56	20200												
S30-C	S57	20200												
S30-C	S58	20200												
S30-C	S59	20200												
S30-C	S63	20800												
S30-C	S64	20800												
S30-C	S65	20800												
S30-C	S66	20800												
S30-C	S67	20800												
S30-C	S67-B	20800												
S30-C	S67-C	20800												
S30-C	S68	20800												
S30-C	S68-B	20800												
S30-C	S68-C	20800												
S30-C	S69	20800												
S30-C	S70	20800												
S30-C	S71	20800												
S31	S37	2000												
S31	S38	2000												
S31	S39	2000												
S31	S40	2000												
S31	S41	2000												
S31	S42	2000												
S31	S44	10600												
S31	S45	10600												
S31	S46	10600												
S31	S47	10600												
S31	S49	10600												
S31	S50	18000												
S31	S51	18000												
S31	S52	18000												
S31	S53	18000												
S31	S54	20200												
S31	S55	20200												
S31	S56	20200												
S31	S57	20200												
S31	S58	20200												
S31	S59	20200												
S31	S63	20800												
S31	S64	20800												
S31	S65	20800												
S31	S66	20800												
S31	S67	20800												
S31	S67-B	20800												
S31	S67-C	20800												
S31	S68	20800												
S31	S68-B	20800												
S31	S68-C	20800												
S31	S69	20800												
S31	S70	20800												
S31	S71	20800												
S31-B	S37	2000												
S31-B	S38	2000												
S31-B	S39	2000												
S31-B	S40	2000												
S31-B	S41	2000												
S31-B	S42	2000												
S31-B	S44	10600												
S31-B	S45	10600												
S31-B	S46	10600												
S31-B	S47	10600												
S31-B	S49	10600												
S31-B	S50	18000												
S31-B	S51	18000												
S31-B	S52	18000												
S31-B	S53	18000												
S31-B	S54	20200												
S31-B	S55	20200												
S31-B	S56	20200												
S31-B	S57	20200												
S31-B	S58	20200												
S31-B	S59	20200												
S31-B	S63	20800												
S31-B	S64	20800												
S31-B	S65	20800												
S31-B	S66	20800												
S31-B	S67	20800												
S31-B	S67-B	20800												
S31-B	S67-C	20800												
S31-B	S68	20800												
S31-B	S68-B	20800												
S31-B	S68-C	20800												
S31-B	S69	20800												
S31-B	S70	20800												
S31-B	S71	20800												
S31-C	S37	2000												
S31-C	S38	2000												
S31-C	S39	2000												
S31-C	S40	2000												
S31-C	S41	2000												
S31-C	S42	2000												
S31-C	S44	10600												
S31-C	S45	10600												
S31-C	S46	10600												
S31-C	S47	10600												
S31-C	S49	10600												
S31-C	S50	18000												
S31-C	S51	18000												
S31-C	S52	18000												
S31-C	S53	18000												
S31-C	S54	20200												
S31-C	S55	20200												
S31-C	S56	20200												
S31-C	S57	20200												
S31-C	S58	20200												
S31-C	S59	20200												
S31-C	S63	20800												
S31-C	S64	20800												
S31-C	S65	20800												
S31-C	S66	20800												
S31-C	S67	20800												
S31-C	S67-B	20800												
S31-C	S67-C	20800												
S31-C	S68	20800												
S31-C	S68-B	20800												
S31-C	S68-C	20800												
S31-C	S69	20800												
S31-C	S70	20800												
S31-C	S71	20800												
S32	S37	2000												
S32	S38	2000												
S32	S39	2000												
S32	S40	2000												
S32	S41	2000												
S32	S42	2000												
S32	S44	10600												
S32	S45	10600												
S32	S46	10600												
S32	S47	10600												
S32	S49	10600												
S32	S50	18000												
S32	S51	18000												
S32	S52	18000												
S32	S53	18000												
S32	S54	20200												
S32	S55	20200												
S32	S56	20200												
S32	S57	20200												
S32	S58	20200												
S32	S59	20200												
S32	S63	20800												
S32	S64	20800												
S32	S65	20800												
S32	S66	20800												
S32	S67	20800												
S32	S67-B	20800												
S32	S67-C	20800												
S32	S68	20800												
S32	S68-B	20800												
S32	S68-C	20800												
S32	S69	20800												
S32	S70	20800												
S32	S71	20800												
S33	S37	2000												
S33	S38	2000												
S33	S39	2000												
S33	S40	2000												
S33	S41	2000												
S33	S42	2000												
S33	S44	10600												
S33	S45	10600												
S33	S46	10600												
S33	S47	10600												
S33	S49	10600												
S33	S50	18000												
S33	S51	18000												
S33	S52	18000												
S33	S53	18000												
S33	S54	20200												
S33	S55	20200												
S33	S56	20200												
S33	S57	20200												
S33	S58	20200												
S33	S59	20200												
S33	S63	20800												
S33	S64	20800												
S33	S65	20800												
S33	S66	20800												
S33	S67	20800												
S33	S67-B	20800												
S33	S67-C	20800												
S33	S68	20800												
S33	S68-B	20800												
S33	S68-C	20800												
S33	S69	20800												
S33	S70	20800												
S33	S71	20800												
S34	S37	2000												
S34	S38	2000												
S34	S39	2000												
S34	S40	2000												
S34	S41	2000												
S34	S42	2000												
S34	S44	10600												
S34	S45	10600												
S34	S46	10600												
S34	S47	10600												
S34	S49	10600												
S34	S50	18000												
S34	S51	18000												
S34	S52	18000												
S34	S53	18000												
S34	S54	20200												
S34	S55	20200												
S34	S56	20200												
S34	S57	20200												
S34	S58	20200												
S34	S59	20200												
S34	S63	20800												
S34	S64	20800												
S34	S65	20800												
S34	S66	20800												
S34	S67	20800												
S34	S67-B	20800												
S34	S67-C	20800												
S34	S68	20800												
S34	S68-B	20800												
S34	S68-C	20800												
S34	S69	20800												
S34	S70	20800												
S34	S71	20800												
S34-B	S37	2000												
S34-B	S38	2000												
S34-B	S39	2000												
S34-B	S40	2000												
S34-B	S41	2000												
S34-B	S42	2000												
S34-B	S44	10600												
S34-B	S45	10600												
S34-B	S46	10600												
S34-B	S47	10600												
S34-B	S49	10600												
S34-B	S50	18000												
S34-B	S51	18000												
S34-B	S52	18000												
S34-B	S53	18000												
S34-B	S54	20200												
S34-B	S55	20200												
S34-B	S56	20200												
S34-B	S57	20200												
S34-B	S58	20200												
S34-B	S59	20200												
S34-B	S63	20800												
S34-B	S64	20800												
S34-B	S65	20800												
S34-B	S66	20800												
S34-B	S67	20800												
S34-B	S67-B	20800												
S34-B	S67-C	20800												
S34-B	S68	20800												
S34-B	S68-B	20800												
S34-B	S68-C	20800												
S34-B	S69	20800												
S34-B	S70	20800												
S34-B	S71	20800												
S34-D	S37	2000												
S34-D	S38	2000												
S34-D	S39	2000												
S34-D	S40	2000												
S34-D	S41	2000												
S34-D	S42	2000												
S34-D	S44	10600												
S34-D	S45	10600												
S34-D	S46	10600												
S34-D	S47	10600												
S34-D	S49	10600												
S34-D	S50	18000												
S34-D	S51	18000												
S34-D	S52	18000												
S34-D	S53	18000												
S34-D	S54	20200												
S34-D	S55	20200												
S34-D	S56	20200												
S34-D	S57	20200												
S34-D	S58	20200												
S34-D	S59	20200												
S34-D	S63	20800												
S34-D	S64	20800												
S34-D	S65	20800												
S34-D	S66	20800												
S34-D	S67	20800												
S34-D	S67-B	20800												
S34-D	S67-C	20800												
S34-D	S68	20800												
S34-D	S68-B	20800												
S34-D	S68-C	20800												
S34-D	S69	20800												
S34-D	S70	20800												
S34-D	S71	20800												
S35	S37	2000												
S35	S38	2000												
S35	S39	2000												
S35	S40	2000												
S35	S41	2000												
S35	S42	2000												
S35	S44	10600												
S35	S45	10600												
S35	S46	10600												
S35	S47	10600												
S35	S49	10600												
S35	S50	18000												
S35	S51	18000												
S35	S52	18000												
S35	S53	18000												
S35	S54	20200												
S35	S55	20200												
S35	S56	20200												
S35	S57	20200												
S35	S58	20200												
S35	S59	20200												
S35	S63	20800												
S35	S64	20800												
S35	S65	20800												
S35	S66	20800												
S35	S67	20800												
S35	S67-B	20800												
S35	S67-C	20800												
S35	S68	20800												
S35	S68-B	20800												
S35	S68-C	20800												
S35	S69	20800												
S35	S70	20800												
S35	S71	20800												
S35-B	S37	2000												
S35-B	S38	2000												
S35-B	S39	2000												
S35-B	S40	2000												
S35-B	S41	2000												
S35-B	S42	2000												
S35-B	S44	10600												
S35-B	S45	10600												
S35-B	S46	10600												
S35-B	S47	10600												
S35-B	S49	10600												
S35-B	S50	18000												
S35-B	S51	18000												
S35-B	S52	18000												
S35-B	S53	18000												
S35-B	S54	20200												
S35-B	S55	20200												
S35-B	S56	20200												
S35-B	S57	20200												
S35-B	S58	20200												
S35-B	S59	20200												
S35-B	S63	20800												
S35-B	S64	20800												
S35-B	S65	20800												
S35-B	S66	20800												
S35-B	S67	20800												
S35-B	S67-B	20800												
S35-B	S67-C	20800												
S35-B	S68	20800												
S35-B	S68-B	20800												
S35-B	S68-C	20800												
S35-B	S69	20800												
S35-B	S70	20800												
S35-B	S71	20800												
S35-C	S37	2000												
S35-C	S38	2000												
S35-C	S39	2000												
S35-C	S40	2000												
S35-C	S41	2000												
S35-C	S42	2000												
S35-C	S44	10600												
S35-C	S45	10600												
S35-C	S46	10600												
S35-C	S47	10600												
S35-C	S49	10600												
S35-C	S50	18000												
S35-C	S51	18000												
S35-C	S52	18000												
S35-C	S53	18000												
S35-C	S54	20200												
S35-C	S55	20200												
S35-C	S56	20200												
S35-C	S57	20200												
S35-C	S58	20200												
S35-C	S59	20200												
S35-C	S63	20800												
S35-C	S64	20800												
S35-C	S65	20800												
S35-C	S66	20800												
S35-C	S67	20800												
S35-C	S67-B	20800												
S35-C	S67-C	20800												
S35-C	S68	20800												
S35-C	S68-B	20800												
S35-C	S68-C	20800												
S35-C	S69	20800												
S35-C	S70	20800												
S35-C	S71	20800												
S37	S44	12200												
S37	S45	12200												
S37	S46	12200												
S37	S47	12200												
S37	S49	12200												
S37	S50	19300												
S37	S51	19300												
S37	S52	19300												
S37	S53	19300												
S37	S54	21400												
S37	S55	21400												
S37	S56	21400												
S37	S57	21400												
S37	S58	21400												
S37	S59	21400												
S37	S63	22500												
S37	S64	22500												
S37	S65	22500												
S37	S66	22500												
S37	S67	22500												
S37	S67-B	22500												
S37	S67-C	22500												
S37	S68	22500												
S37	S68-B	22500												
S37	S68-C	22500												
S37	S69	22500												
S37	S70	22500												
S37	S71	22500												
S38	S44	12200												
S38	S45	12200												
S38	S46	12200												
S38	S47	12200												
S38	S49	12200												
S38	S50	19300												
S38	S51	19300												
S38	S52	19300												
S38	S53	19300												
S38	S54	21400												
S38	S55	21400												
S38	S56	21400												
S38	S57	21400												
S38	S58	21400												
S38	S59	21400												
S38	S63	22500												
S38	S64	22500												
S38	S65	22500												
S38	S66	22500												
S38	S67	22500												
S38	S67-B	22500												
S38	S67-C	22500												
S38	S68	22500												
S38	S68-B	22500												
S38	S68-C	22500												
S38	S69	22500												
S38	S70	22500												
S38	S71	22500												
S39	S44	12200												
S39	S45	12200												
S39	S46	12200												
S39	S47	12200												
S39	S49	12200												
S39	S50	19300												
S39	S51	19300												
S39	S52	19300												
S39	S53	19300												
S39	S54	21400												
S39	S55	21400												
S39	S56	21400												
S39	S57	21400												
S39	S58	21400												
S39	S59	21400												
S39	S63	22500												
S39	S64	22500												
S39	S65	22500												
S39	S66	22500												
S39	S67	22500												
S39	S67-B	22500												
S39	S67-C	22500												
S39	S68	22500												
S39	S68-B	22500												
S39	S68-C	22500												
S39	S69	22500												
S39	S70	22500												
S39	S71	22500												
S40	S44	12200												
S40	S45	12200												
S40	S46	12200												
S40	S47	12200												
S40	S49	12200												
S40	S50	19300												
S40	S51	19300												
S40	S52	19300												
S40	S53	19300												
S40	S54	21400												
S40	S55	21400												
S40	S56	21400												
S40	S57	21400												
S40	S58	21400												
S40	S59	21400												
S40	S63	22500												
S40	S64	22500												
S40	S65	22500												
S40	S66	22500												
S40	S67	22500												
S40	S67-B	22500												
S40	S67-C	22500												
S40	S68	22500												
S40	S68-B	22500												
S40	S68-C	22500												
S40	S69	22500												
S40	S70	22500												
S40	S71	22500												
S41	S44	12200												
S41	S45	12200												
S41	S46	12200												
S41	S47	12200												
S41	S49	12200												
S41	S50	19300												
S41	S51	19300												
S41	S52	19300												
S41	S53	19300												
S41	S54	21400												
S41	S55	21400												
S41	S56	21400												
S41	S57	21400												
S41	S58	21400												
S41	S59	21400												
S41	S63	22500												
S41	S64	22500												
S41	S65	22500												
S41	S66	22500												
S41	S67	22500												
S41	S67-B	22500												
S41	S67-C	22500												
S41	S68	22500												
S41	S68-B	22500												
S41	S68-C	22500												
S41	S69	22500												
S41	S70	22500												
S41	S71	22500												
S42	S44	12200												
S42	S45	12200												
S42	S46	12200												
S42	S47	12200												
S42	S49	12200												
S42	S50	19300												
S42	S51	19300												
S42	S52	19300												
S42	S53	19300												
S42	S54	21400												
S42	S55	21400												
S42	S56	21400												
S42	S57	21400												
S42	S58	21400												
S42	S59	21400												
S42	S63	22500												
S42	S64	22500												
S42	S65	22500												
S42	S66	22500												
S42	S67	22500												
S42	S67-B	22500												
S42	S67-C	22500												
S42	S68	22500												
S42	S68-B	22500												
S42	S68-C	22500												
