individual	locus1	locus2	locus3	locus4	locus5	locus6	locus7	locus8	locus9					
V9	V68	34000												
V9	V69	34000												
V9	V80	23100												
V9	V81	23100												
V9	V82	23100												
V9	V83	23100												
V9	V83-B	23100												
V9	V83-C	23100												
V9	V84	23100												
V9	V84-B	23100												
V9	V84-C	23100												
V9	V85	23100												
V9	V86	23100												
V9	V87	23100												
V9	V88	11700												
V9	V89	11700												
V9	V90	11700												
V10	V36	25000												
V10	V37	25000												
V10	V38	25000												
V10	V39	25000												
V10	V40	25000												
V10	V41	25000												
V10	V42	25000												
V10	V43	31200												
V10	V44	31200												
V10	V44-B	31200												
V10	V44-C	31200												
V10	V45	31200												
V10	V45-C	31200												
V10	V45-D	31200												
V10	V46	31200												
V10	V47	31200												
V10	V48	31200												
V10	V49	31200												
V10	V53	35500												
V10	V54	35500												
V10	V55	35500												
V10	V56	35500												
V10	V57	35500												
V10	V60	34000												
V10	V60-B	34000												
V10	V60-D	34000												
V10	V61	34000												
V10	V61-B	34000												
V10	V61-C	34000												
V10	V62	34000												
V10	V63	34000												
V10	V64	34000												
V10	V65	34000												
V10	V66	34000												
V10	V67	34000												
V10	V68	34000												
V10	V69	34000												
V10	V80	23100												
V10	V81	23100												
V10	V82	23100												
V10	V83	23100												
V10	V83-B	23100												
V10	V83-C	23100												
V10	V84	23100												
V10	V84-B	23100												
V10	V84-C	23100												
V10	V85	23100												
V10	V86	23100												
V10	V87	23100												
V10	V88	11700												
V10	V89	11700												
V10	V90	11700												
V11	V36	25000												
V11	V37	25000												
V11	V38	25000												
V11	V39	25000												
V11	V40	25000												
V11	V41	25000												
V11	V42	25000												
V11	V43	31200												
V11	V44	31200												
V11	V44-B	31200												
V11	V44-C	31200												
V11	V45	31200												
V11	V45-C	31200												
V11	V45-D	31200												
V11	V46	31200												
V11	V47	31200												
V11	V48	31200												
V11	V49	31200												
V11	V53	35500												
V11	V54	35500												
V11	V55	35500												
V11	V56	35500												
V11	V57	35500												
V11	V60	34000												
V11	V60-B	34000												
V11	V60-D	34000												
V11	V61	34000												
V11	V61-B	34000												
V11	V61-C	34000												
V11	V62	34000												
V11	V63	34000												
V11	V64	34000												
V11	V65	34000												
V11	V66	34000												
V11	V67	34000												
V11	V68	34000												
V11	V69	34000												
V11	V80	23100												
V11	V81	23100												
V11	V82	23100												
V11	V83	23100												
V11	V83-B	23100												
V11	V83-C	23100												
V11	V84	23100												
V11	V84-B	23100												
V11	V84-C	23100												
V11	V85	23100												
V11	V86	23100												
V11	V87	23100												
V11	V88	11700												
V11	V89	11700												
V11	V90	11700												
V12	V36	25000												
V12	V37	25000												
V12	V38	25000												
V12	V39	25000												
V12	V40	25000												
V12	V41	25000												
V12	V42	25000												
V12	V43	31200												
V12	V44	31200												
V12	V44-B	31200												
V12	V44-C	31200												
V12	V45	31200												
V12	V45-C	31200												
V12	V45-D	31200												
V12	V46	31200												
V12	V47	31200												
V12	V48	31200												
V12	V49	31200												
V12	V53	35500												
V12	V54	35500												
V12	V55	35500												
V12	V56	35500												
V12	V57	35500												
V12	V60	34000												
V12	V60-B	34000												
V12	V60-D	34000												
V12	V61	34000												
V12	V61-B	34000												
V12	V61-C	34000												
V12	V62	34000												
V12	V63	34000												
V12	V64	34000												
V12	V65	34000												
V12	V66	34000												
V12	V67	34000												
V12	V68	34000												
V12	V69	34000												
V12	V80	23100												
V12	V81	23100												
V12	V82	23100												
V12	V83	23100												
V12	V83-B	23100												
V12	V83-C	23100												
V12	V84	23100												
V12	V84-B	23100												
V12	V84-C	23100												
V12	V85	23100												
V12	V86	23100												
V12	V87	23100												
V12	V88	11700												
V12	V89	11700												
V12	V90	11700												
V13	V36	25000												
V13	V37	25000												
V13	V38	25000												
V13	V39	25000												
V13	V40	25000												
V13	V41	25000												
V13	V42	25000												
V13	V43	31200												
V13	V44	31200												
V13	V44-B	31200												
V13	V44-C	31200												
V13	V45	31200												
V13	V45-C	31200												
V13	V45-D	31200												
V13	V46	31200												
V13	V47	31200												
V13	V48	31200												
V13	V49	31200												
V13	V53	35500												
V13	V54	35500												
V13	V55	35500												
V13	V56	35500												
V13	V57	35500												
V13	V60	34000												
V13	V60-B	34000												
V13	V60-D	34000												
V13	V61	34000												
V13	V61-B	34000												
V13	V61-C	34000												
V13	V62	34000												
V13	V63	34000												
V13	V64	34000												
V13	V65	34000												
V13	V66	34000												
V13	V67	34000												
V13	V68	34000												
V13	V69	34000												
V13	V80	23100												
V13	V81	23100												
V13	V82	23100												
V13	V83	23100												
V13	V83-B	23100												
V13	V83-C	23100												
V13	V84	23100												
V13	V84-B	23100												
V13	V84-C	23100												
V13	V85	23100												
V13	V86	23100												
V13	V87	23100												
V13	V88	11700												
V13	V89	11700												
V13	V90	11700												
V14	V36	25000												
V14	V37	25000												
V14	V38	25000												
V14	V39	25000												
V14	V40	25000												
V14	V41	25000												
V14	V42	25000												
V14	V43	31200												
V14	V44	31200												
V14	V44-B	31200												
V14	V44-C	31200												
V14	V45	31200												
V14	V45-C	31200												
V14	V45-D	31200												
V14	V46	31200												
V14	V47	31200												
V14	V48	31200												
V14	V49	31200												
V14	V53	35500												
V14	V54	35500												
V14	V55	35500												
V14	V56	35500												
V14	V57	35500												
V14	V60	34000												
V14	V60-B	34000												
V14	V60-D	34000												
V14	V61	34000												
V14	V61-B	34000												
V14	V61-C	34000												
V14	V62	34000												
V14	V63	34000												
V14	V64	34000												
V14	V65	34000												
V14	V66	34000												
V14	V67	34000												
V14	V68	34000												
V14	V69	34000												
V14	V80	23100												
V14	V81	23100												
V14	V82	23100												
V14	V83	23100												
V14	V83-B	23100												
V14	V83-C	23100												
V14	V84	23100												
V14	V84-B	23100												
V14	V84-C	23100												
V14	V85	23100												
V14	V86	23100												
V14	V87	23100												
V14	V88	11700												
V14	V89	11700												
V14	V90	11700												
V15	V36	25000												
V15	V37	25000												
V15	V38	25000												
V15	V39	25000												
V15	V40	25000												
V15	V41	25000												
V15	V42	25000												
V15	V43	31200												
V15	V44	31200												
V15	V44-B	31200												
V15	V44-C	31200												
V15	V45	31200												
V15	V45-C	31200												
V15	V45-D	31200												
V15	V46	31200												
V15	V47	31200												
V15	V48	31200												
V15	V49	31200												
V15	V53	35500												
V15	V54	35500												
V15	V55	35500												
V15	V56	35500												
V15	V57	35500												
V15	V60	34000												
V15	V60-B	34000												
V15	V60-D	34000												
V15	V61	34000												
V15	V61-B	34000												
V15	V61-C	34000												
V15	V62	34000												
V15	V63	34000												
V15	V64	34000												
V15	V65	34000												
V15	V66	34000												
V15	V67	34000												
V15	V68	34000												
V15	V69	34000												
V15	V80	23100												
V15	V81	23100												
V15	V82	23100												
V15	V83	23100												
V15	V83-B	23100												
V15	V83-C	23100												
V15	V84	23100												
V15	V84-B	23100												
V15	V84-C	23100												
V15	V85	23100												
V15	V86	23100												
V15	V87	23100												
V15	V88	11700												
V15	V89	11700												
V15	V90	11700												
V16	V36	25000												
V16	V37	25000												
V16	V38	25000												
V16	V39	25000												
V16	V40	25000												
V16	V41	25000												
V16	V42	25000												
V16	V43	31200												
V16	V44	31200												
V16	V44-B	31200												
V16	V44-C	31200												
V16	V45	31200												
V16	V45-C	31200												
V16	V45-D	31200												
V16	V46	31200												
V16	V47	31200												
V16	V48	31200												
V16	V49	31200												
V16	V53	35500												
V16	V54	35500												
V16	V55	35500												
V16	V56	35500												
V16	V57	35500												
V16	V60	34000												
V16	V60-B	34000												
V16	V60-D	34000												
V16	V61	34000												
V16	V61-B	34000												
V16	V61-C	34000												
V16	V62	34000												
V16	V63	34000												
V16	V64	34000												
V16	V65	34000												
V16	V66	34000												
V16	V67	34000												
V16	V68	34000												
V16	V69	34000												
V16	V80	23100												
V16	V81	23100												
V16	V82	23100												
V16	V83	23100												
V16	V83-B	23100												
V16	V83-C	23100												
V16	V84	23100												
V16	V84-B	23100												
V16	V84-C	23100												
V16	V85	23100												
V16	V86	23100												
V16	V87	23100												
V16	V88	11700												
V16	V89	11700												
V16	V90	11700												
V17	V36	25000												
V17	V37	25000												
V17	V38	25000												
V17	V39	25000												
V17	V40	25000												
V17	V41	25000												
V17	V42	25000												
V17	V43	31200												
V17	V44	31200												
V17	V44-B	31200												
V17	V44-C	31200												
V17	V45	31200												
V17	V45-C	31200												
V17	V45-D	31200												
V17	V46	31200												
V17	V47	31200												
V17	V48	31200												
V17	V49	31200												
V17	V53	35500												
V17	V54	35500												
V17	V55	35500												
V17	V56	35500												
V17	V57	35500												
V17	V60	34000												
V17	V60-B	34000												
V17	V60-D	34000												
V17	V61	34000												
V17	V61-B	34000												
V17	V61-C	34000												
V17	V62	34000												
V17	V63	34000												
V17	V64	34000												
V17	V65	34000												
V17	V66	34000												
V17	V67	34000												
V17	V68	34000												
V17	V69	34000												
V17	V80	23100												
V17	V81	23100												
V17	V82	23100												
V17	V83	23100												
V17	V83-B	23100												
V17	V83-C	23100												
V17	V84	23100												
V17	V84-B	23100												
V17	V84-C	23100												
V17	V85	23100												
V17	V86	23100												
V17	V87	23100												
V17	V88	11700												
V17	V89	11700												
V17	V90	11700												
V18	V36	25000												
V18	V37	25000												
V18	V38	25000												
V18	V39	25000												
V18	V40	25000												
V18	V41	25000												
V18	V42	25000												
V18	V43	31200												
V18	V44	31200												
V18	V44-B	31200												
V18	V44-C	31200												
V18	V45	31200												
V18	V45-C	31200												
V18	V45-D	31200												
V18	V46	31200												
V18	V47	31200												
V18	V48	31200												
V18	V49	31200												
V18	V53	35500												
V18	V54	35500												
V18	V55	35500												
V18	V56	35500												
V18	V57	35500												
V18	V60	34000												
V18	V60-B	34000												
V18	V60-D	34000												
V18	V61	34000												
V18	V61-B	34000												
V18	V61-C	34000												
V18	V62	34000												
V18	V63	34000												
V18	V64	34000												
V18	V65	34000												
V18	V66	34000												
V18	V67	34000												
V18	V68	34000												
V18	V69	34000												
V18	V80	23100												
V18	V81	23100												
V18	V82	23100												
V18	V83	23100												
V18	V83-B	23100												
V18	V83-C	23100												
V18	V84	23100												
V18	V84-B	23100												
V18	V84-C	23100												
V18	V85	23100												
V18	V86	23100												
V18	V87	23100												
V18	V88	11700												
V18	V89	11700												
V18	V90	11700												
V20	V36	25000												
V20	V37	25000												
V20	V38	25000												
V20	V39	25000												
V20	V40	25000												
V20	V41	25000												
V20	V42	25000												
V20	V43	31200												
V20	V44	31200												
V20	V44-B	31200												
V20	V44-C	31200												
V20	V45	31200												
V20	V45-C	31200												
V20	V45-D	31200												
V20	V46	31200												
V20	V47	31200												
V20	V48	31200												
V20	V49	31200												
V20	V53	35500												
V20	V54	35500												
V20	V55	35500												
V20	V56	35500												
V20	V57	35500												
V20	V60	34000												
V20	V60-B	34000												
V20	V60-D	34000												
V20	V61	34000												
V20	V61-B	34000												
V20	V61-C	34000												
V20	V62	34000												
V20	V63	34000												
V20	V64	34000												
V20	V65	34000												
V20	V66	34000												
V20	V67	34000												
V20	V68	34000												
V20	V69	34000												
V20	V80	23100												
V20	V81	23100												
V20	V82	23100												
V20	V83	23100												
V20	V83-B	23100												
V20	V83-C	23100												
V20	V84	23100												
V20	V84-B	23100												
V20	V84-C	23100												
V20	V85	23100												
V20	V86	23100												
V20	V87	23100												
V20	V88	11700												
V20	V89	11700												
V20	V90	11700												
V21	V36	25000												
V21	V37	25000												
V21	V38	25000												
V21	V39	25000												
V21	V40	25000												
V21	V41	25000												
V21	V42	25000												
V21	V43	31200												
V21	V44	31200												
V21	V44-B	31200												
V21	V44-C	31200												
V21	V45	31200												
V21	V45-C	31200												
V21	V45-D	31200												
V21	V46	31200												
V21	V47	31200												
V21	V48	31200												
V21	V49	31200												
V21	V53	35500												
V21	V54	35500												
V21	V55	35500												
V21	V56	35500												
V21	V57	35500												
V21	V60	34000												
V21	V60-B	34000												
V21	V60-D	34000												
V21	V61	34000												
V21	V61-B	34000												
V21	V61-C	34000												
V21	V62	34000												
V21	V63	34000												
V21	V64	34000												
V21	V65	34000												
V21	V66	34000												
V21	V67	34000												
V21	V68	34000												
V21	V69	34000												
V21	V80	23100												
V21	V81	23100												
V21	V82	23100												
V21	V83	23100												
V21	V83-B	23100												
V21	V83-C	23100												
V21	V84	23100												
V21	V84-B	23100												
V21	V84-C	23100												
V21	V85	23100												
V21	V86	23100												
V21	V87	23100												
V21	V88	11700												
V21	V89	11700												
V21	V90	11700												
V36	V43	8400												
V36	V44	8400												
V36	V44-B	8400												
V36	V44-C	8400												
V36	V45	8400												
V36	V45-C	8400												
V36	V45-D	8400												
V36	V46	8400												
V36	V47	8400												
V36	V48	8400												
V36	V49	8400												
V36	V53	15700												
V36	V54	15700												
V36	V55	15700												
V36	V56	15700												
V36	V57	15700												
V36	V60	17500												
V36	V60-B	17500												
V36	V60-D	17500												
V36	V61	17500												
V36	V61-B	17500												
V36	V61-C	17500												
V36	V62	17500												
V36	V63	17500												
V36	V64	17500												
V36	V65	17500												
V36	V66	17500												
V36	V67	17500												
V36	V68	17500												
V36	V69	17500												
V36	V80	16000												
V36	V81	16000												
V36	V82	16000												
V36	V83	16000												
V36	V83-B	16000												
V36	V83-C	16000												
V36	V84	16000												
V36	V84-B	16000												
V36	V84-C	16000												
V36	V85	16000												
V36	V86	16000												
V36	V87	16000												
V36	V88	36200												
V36	V89	36200												
V36	V90	36200												
V37	V43	8400												
V37	V44	8400												
V37	V44-B	8400												
V37	V44-C	8400												
V37	V45	8400												
V37	V45-C	8400												
V37	V45-D	8400												
V37	V46	8400												
V37	V47	8400												
V37	V48	8400												
V37	V49	8400												
V37	V53	15700												
V37	V54	15700												
V37	V55	15700												
V37	V56	15700												
V37	V57	15700												
V37	V60	17500												
V37	V60-B	17500												
V37	V60-D	17500												
V37	V61	17500												
V37	V61-B	17500												
V37	V61-C	17500												
V37	V62	17500												
V37	V63	17500												
V37	V64	17500												
V37	V65	17500												
V37	V66	17500												
V37	V67	17500												
V37	V68	17500												
V37	V69	17500												
V37	V80	16000												
V37	V81	16000												
V37	V82	16000												
V37	V83	16000												
V37	V83-B	16000												
V37	V83-C	16000												
V37	V84	16000												
V37	V84-B	16000												
V37	V84-C	16000												
V37	V85	16000												
V37	V86	16000												
V37	V87	16000												
V37	V88	36200												
V37	V89	36200												
V37	V90	36200												
V38	V43	8400												
V38	V44	8400												
V38	V44-B	8400												
V38	V44-C	8400												
V38	V45	8400												
V38	V45-C	8400												
V38	V45-D	8400												
V38	V46	8400												
V38	V47	8400												
V38	V48	8400												
V38	V49	8400												
V38	V53	15700												
V38	V54	15700												
V38	V55	15700												
V38	V56	15700												
V38	V57	15700												
V38	V60	17500												
V38	V60-B	17500												
V38	V60-D	17500												
V38	V61	17500												
V38	V61-B	17500												
V38	V61-C	17500												
V38	V62	17500												
V38	V63	17500												
V38	V64	17500												
V38	V65	17500												
V38	V66	17500												
V38	V67	17500												
V38	V68	17500												
V38	V69	17500												
V38	V80	16000												
V38	V81	16000												
V38	V82	16000												
V38	V83	16000												
V38	V83-B	16000												
V38	V83-C	16000												
V38	V84	16000												
V38	V84-B	16000												
V38	V84-C	16000												
V38	V85	16000												
V38	V86	16000												
V38	V87	16000												
V38	V88	36200												
V38	V89	36200												
V38	V90	36200												
V39	V43	8400												
V39	V44	8400												
V39	V44-B	8400												
V39	V44-C	8400												
V39	V45	8400												
V39	V45-C	8400												
V39	V45-D	8400												
V39	V46	8400												
V39	V47	8400												
V39	V48	8400												
V39	V49	8400												
V39	V53	15700												
V39	V54	15700												
V39	V55	15700												
V39	V56	15700												
V39	V57	15700												
V39	V60	17500												
V39	V60-B	17500												
V39	V60-D	17500												
V39	V61	17500												
V39	V61-B	17500												
V39	V61-C	17500												
V39	V62	17500												
V39	V63	17500												
V39	V64	17500												
V39	V65	17500												
V39	V66	17500												
V39	V67	17500												
V39	V68	17500												
V39	V69	17500												
V39	V80	16000												
V39	V81	16000												
V39	V82	16000												
V39	V83	16000												
V39	V83-B	16000												
V39	V83-C	16000												
V39	V84	16000												
V39	V84-B	16000												
V39	V84-C	16000												
V39	V85	16000												
V39	V86	16000												
V39	V87	16000												
V39	V88	36200												
V39	V89	36200												
V39	V90	36200												
V40	V43	8400												
V40	V44	8400												
V40	V44-B	8400												
V40	V44-C	8400												
V40	V45	8400												
V40	V45-C	8400												
V40	V45-D	8400												
V40	V46	8400												
V40	V47	8400												
V40	V48	8400												
V40	V49	8400												
V40	V53	15700												
V40	V54	15700												
V40	V55	15700												
V40	V56	15700												
V40	V57	15700												
V40	V60	17500												
V40	V60-B	17500												
V40	V60-D	17500												
V40	V61	17500												
V40	V61-B	17500												
V40	V61-C	17500												
V40	V62	17500												
V40	V63	17500												
V40	V64	17500												
V40	V65	17500												
V40	V66	17500												
V40	V67	17500												
V40	V68	17500												
V40	V69	17500												
V40	V80	16000												
V40	V81	16000												
V40	V82	16000												
V40	V83	16000												
V40	V83-B	16000												
V40	V83-C	16000												
V40	V84	16000												
V40	V84-B	16000												
V40	V84-C	16000												
V40	V85	16000												
V40	V86	16000												
V40	V87	16000												
V40	V88	36200												
V40	V89	36200												
V40	V90	36200												
V41	V43	8400												
V41	V44	8400												
V41	V44-B	8400												
V41	V44-C	8400												
V41	V45	8400												
V41	V45-C	8400												
V41	V45-D	8400												
V41	V46	8400												
V41	V47	8400												
V41	V48	8400												
V41	V49	8400												
V41	V53	15700												
V41	V54	15700												
V41	V55	15700												
V41	V56	15700												
V41	V57	15700												
V41	V60	17500												
V41	V60-B	17500												
V41	V60-D	17500												
V41	V61	17500												
V41	V61-B	17500												
V41	V61-C	17500												
V41	V62	17500												
V41	V63	17500												
V41	V64	17500												
V41	V65	17500												
V41	V66	17500												
V41	V67	17500												
V41	V68	17500												
V41	V69	17500												
V41	V80	16000												
V41	V81	16000												
V41	V82	16000												
V41	V83	16000												
V41	V83-B	16000												
V41	V83-C	16000												
V41	V84	16000												
V41	V84-B	16000												
V41	V84-C	16000												
V41	V85	16000												
V41	V86	16000												
V41	V87	16000												
V41	V88	36200												
V41	V89	36200												
V41	V90	36200												
V42	V43	8400												
V42	V44	8400												
V42	V44-B	8400												
V42	V44-C	8400												
V42	V45	8400												
V42	V45-C	8400												
V42	V45-D	8400												
V42	V46	8400												
V42	V47	8400												
V42	V48	8400												
V42	V49	8400												
V42	V53	15700												
V42	V54	15700												
V42	V55	15700												
V42	V56	15700												
V42	V57	15700												
V42	V60	17500												
V42	V60-B	17500												
V42	V60-D	17500												
V42	V61	17500												
V42	V61-B	17500												
V42	V61-C	17500												
V42	V62	17500												
V42	V63	17500												
V42	V64	17500												
V42	V65	17500												
V42	V66	17500												
V42	V67	17500												
V42	V68	17500												
V42	V69	17500												
V42	V80	16000												
V42	V81	16000												
V42	V82	16000												
V42	V83	16000												
V42	V83-B	16000												
V42	V83-C	16000												
V42	V84	16000												
V42	V84-B	16000												
V42	V84-C	16000												
V42	V85	16000												
V42	V86	16000												
V42	V87	16000												
V42	V88	36200												
V42	V89	36200												
V42	V90	36200												
V43	V53	8000												
V43	V54	8000												
V43	V55	8000												
V43	V56	8000												
V43	V57	8000												
V43	V60	11000												
V43	V60-B	11000												
V43	V60-D	11000												
V43	V61	11000												
V43	V61-B	11000												
V43	V61-C	11000												
V43	V62	11000												
V43	V63	11000												
V43	V64	11000												
V43	V65	11000												
V43	V66	11000												
V43	V67	11000												
V43	V68	11000												
V43	V69	11000												
V43	V80	15500												
V43	V81	15500												
V43	V82	15500												
V43	V83	15500												
V43	V83-B	15500												
V43	V83-C	15500												
V43	V84	15500												
V43	V84-B	15500												
V43	V84-C	15500												
V43	V85	15500												
V43	V86	15500												
V43	V87	15500												
V43	V88	41600												
V43	V89	41600												
V43	V90	41600												
V44	V53	8000												
V44	V54	8000												
V44	V55	8000												
V44	V56	8000												
V44	V57	8000												
V44	V60	11000												
V44	V60-B	11000												
V44	V60-D	11000												
V44	V61	11000												
V44	V61-B	11000												
V44	V61-C	11000												
V44	V62	11000												
V44	V63	11000												
V44	V64	11000												
V44	V65	11000												
V44	V66	11000												
V44	V67	11000												
V44	V68	11000												
V44	V69	11000												
V44	V80	15500												
V44	V81	15500												
V44	V82	15500												
V44	V83	15500												
V44	V83-B	15500												
V44	V83-C	15500												
V44	V84	15500												
V44	V84-B	15500												
V44	V84-C	15500												
V44	V85	15500												
V44	V86	15500												
V44	V87	15500												
V44	V88	41600												
V44	V89	41600												
V44	V90	41600												
V44-B	V53	8000												
V44-B	V54	8000												
V44-B	V55	8000												
V44-B	V56	8000												
V44-B	V57	8000												
V44-B	V60	11000												
V44-B	V60-B	11000												
V44-B	V60-D	11000												
V44-B	V61	11000												
V44-B	V61-B	11000												
V44-B	V61-C	11000												
V44-B	V62	11000												
V44-B	V63	11000												
V44-B	V64	11000												
V44-B	V65	11000												
V44-B	V66	11000												
V44-B	V67	11000												
V44-B	V68	11000												
V44-B	V69	11000												
V44-B	V80	15500												
V44-B	V81	15500												
V44-B	V82	15500												
V44-B	V83	15500												
V44-B	V83-B	15500												
V44-B	V83-C	15500												
V44-B	V84	15500												
V44-B	V84-B	15500												
V44-B	V84-C	15500												
V44-B	V85	15500												
V44-B	V86	15500												
V44-B	V87	15500												
V44-B	V88	41600												
V44-B	V89	41600												
V44-B	V90	41600												
V44-C	V53	8000												
V44-C	V54	8000												
V44-C	V55	8000												
V44-C	V56	8000												
V44-C	V57	8000												
V44-C	V60	11000												
V44-C	V60-B	11000												
V44-C	V60-D	11000												
V44-C	V61	11000												
V44-C	V61-B	11000												
V44-C	V61-C	11000												
V44-C	V62	11000												
V44-C	V63	11000												
V44-C	V64	11000												
V44-C	V65	11000												
V44-C	V66	11000												
V44-C	V67	11000												
V44-C	V68	11000												
V44-C	V69	11000												
V44-C	V80	15500												
V44-C	V81	15500												
V44-C	V82	15500												
V44-C	V83	15500												
V44-C	V83-B	15500												
V44-C	V83-C	15500												
V44-C	V84	15500												
V44-C	V84-B	15500												
V44-C	V84-C	15500												
V44-C	V85	15500												
V44-C	V86	15500												
V44-C	V87	15500												
V44-C	V88	41600												
V44-C	V89	41600												
V44-C	V90	41600												
V45	V53	8000												
V45	V54	8000												
V45	V55	8000												
V45	V56	8000												
V45	V57	8000												
V45	V60	11000												
V45	V60-B	11000												
V45	V60-D	11000												
V45	V61	11000												
V45	V61-B	11000												
V45	V61-C	11000												
V45	V62	11000												
V45	V63	11000												
V45	V64	11000												
V45	V65	11000												
V45	V66	11000												
V45	V67	11000												
V45	V68	11000												
V45	V69	11000												
V45	V80	15500												
V45	V81	15500												
V45	V82	15500												
V45	V83	15500												
V45	V83-B	15500												
V45	V83-C	15500												
V45	V84	15500												
V45	V84-B	15500												
V45	V84-C	15500												
V45	V85	15500												
V45	V86	15500												
V45	V87	15500												
V45	V88	41600												
V45	V89	41600												
V45	V90	41600												
V45-C	V53	8000												
V45-C	V54	8000												
V45-C	V55	8000												
V45-C	V56	8000												
V45-C	V57	8000												
V45-C	V60	11000												
V45-C	V60-B	11000												
V45-C	V60-D	11000												
V45-C	V61	11000												
V45-C	V61-B	11000												
V45-C	V61-C	11000												
V45-C	V62	11000												
V45-C	V63	11000												
V45-C	V64	11000												
V45-C	V65	11000												
V45-C	V66	11000												
V45-C	V67	11000												
V45-C	V68	11000												
V45-C	V69	11000												
V45-C	V80	15500												
V45-C	V81	15500												
V45-C	V82	15500												
V45-C	V83	15500												
V45-C	V83-B	15500												
V45-C	V83-C	15500												
V45-C	V84	15500												
V45-C	V84-B	15500												
V45-C	V84-C	15500												
V45-C	V85	15500												
V45-C	V86	15500												
V45-C	V87	15500												
V45-C	V88	41600												
V45-C	V89	41600												
V45-C	V90	41600												
V45-D	V53	8000												
V45-D	V54	8000												
V45-D	V55	8000												
V45-D	V56	8000												
V45-D	V57	8000												
V45-D	V60	11000												
V45-D	V60-B	11000												
V45-D	V60-D	11000												
V45-D	V61	11000												
V45-D	V61-B	11000												
V45-D	V61-C	11000												
V45-D	V62	11000												
V45-D	V63	11000												
V45-D	V64	11000												
V45-D	V65	11000												
V45-D	V66	11000												
V45-D	V67	11000												
V45-D	V68	11000												
V45-D	V69	11000												
V45-D	V80	15500												
V45-D	V81	15500												
V45-D	V82	15500												
V45-D	V83	15500												
V45-D	V83-B	15500												
V45-D	V83-C	15500												
V45-D	V84	15500												
V45-D	V84-B	15500												
V45-D	V84-C	15500												
V45-D	V85	15500												
V45-D	V86	15500												
V45-D	V87	15500												
V45-D	V88	41600												
V45-D	V89	41600												
V45-D	V90	41600												
V46	V53	8000												
V46	V54	8000												
V46	V55	8000												
V46	V56	8000												
V46	V57	8000												
V46	V60	11000												
V46	V60-B	11000												
V46	V60-D	11000												
V46	V61	11000												
V46	V61-B	11000												
V46	V61-C	11000												
V46	V62	11000												
V46	V63	11000												
V46	V64	11000												
V46	V65	11000												
V46	V66	11000												
V46	V67	11000												
V46	V68	11000												
V46	V69	11000												
V46	V80	15500												
V46	V81	15500												
V46	V82	15500												
V46	V83	15500												
V46	V83-B	15500												
V46	V83-C	15500												
V46	V84	15500												
V46	V84-B	15500												
V46	V84-C	15500												
V46	V85	15500												
V46	V86	15500												
V46	V87	15500												
V46	V88	41600												
V46	V89	41600												
V46	V90	41600												
V47	V53	8000												
V47	V54	8000												
V47	V55	8000												
V47	V56	8000												
V47	V57	8000												
V47	V60	11000												
V47	V60-B	11000												
V47	V60-D	11000												
V47	V61	11000												
V47	V61-B	11000												
V47	V61-C	11000												
V47	V62	11000												
V47	V63	11000												
V47	V64	11000												
V47	V65	11000												
V47	V66	11000												
V47	V67	11000												
V47	V68	11000												
V47	V69	11000												
V47	V80	15500												
V47	V81	15500												
V47	V82	15500												
V47	V83	15500												
V47	V83-B	15500												
V47	V83-C	15500												
V47	V84	15500												
V47	V84-B	15500												
V47	V84-C	15500												
V47	V85	15500												
V47	V86	15500												
V47	V87	15500												
V47	V88	41600												
V47	V89	41600												
V47	V90	41600												
V48	V53	8000												
V48	V54	8000												
V48	V55	8000												
V48	V56	8000												
V48	V57	8000												
V48	V60	11000												
V48	V60-B	11000												
V48	V60-D	11000												
V48	V61	11000												
V48	V61-B	11000												
V48	V61-C	11000												
V48	V62	11000												
V48	V63	11000												
V48	V64	11000												
V48	V65	11000												
V48	V66	11000												
V48	V67	11000												
V48	V68	11000												
V48	V69	11000												
V48	V80	15500												
V48	V81	15500												
V48	V82	15500												
V48	V83	15500												
V48	V83-B	15500												
V48	V83-C	15500												
V48	V84	15500												
V48	V84-B	15500												
V48	V84-C	15500												
V48	V85	15500												
V48	V86	15500												
V48	V87	15500												
V48	V88	41600												
V48	V89	41600												
V48	V90	41600												
V49	V53	8000												
V49	V54	8000												
V49	V55	8000												
V49	V56	8000												
V49	V57	8000												
V49	V60	11000												
V49	V60-B	11000												
V49	V60-D	11000												
V49	V61	11000												
V49	V61-B	11000												
V49	V61-C	11000												
V49	V62	11000												
V49	V63	11000												
V49	V64	11000												
V49	V65	11000												
V49	V66	11000												
V49	V67	11000												
V49	V68	11000												
V49	V69	11000												
V49	V80	15500												
V49	V81	15500												
V49	V82	15500												
V49	V83	15500												
V49	V83-B	15500												
V49	V83-C	15500												
V49	V84	15500												
V49	V84-B	15500												
V49	V84-C	15500												
V49	V85	15500												
V49	V86	15500												
V49	V87	15500												
V49	V88	41600												
V49	V89	41600												
V49	V90	41600												
V53	V60	4500												
V53	V60-B	4500												
V53	V60-D	4500												
V53	V61	4500												
V53	V61-B	4500												
V53	V61-C	4500												
V53	V62	4500												
V53	V63	4500												
V53	V64	4500												
V53	V65	4500												
V53	V66	4500												
V53	V67	4500												
V53	V68	4500												
V53	V69	4500												
V53	V80	14800												
V53	V81	14800												
V53	V82	14800												
V53	V83	14800												
V53	V83-B	14800												
V53	V83-C	14800												
V53	V84	14800												
V53	V84-B	14800												
V53	V84-C	14800												
V53	V85	14800												
V53	V86	14800												
V53	V87	14800												
V53	V88	44400												
