individual	locus1	locus2	locus3	locus4	locus5	locus6	locus7	locus8	locus9					
Z11-D	Z42-D	15500												
Z11-D	Z43	15500												
Z11-D	Z43-C	15500												
Z11-D	Z43-D	15500												
Z11-D	Z47	71300												
Z11-D	Z49	71300												
Z11-D	Z50	71300												
Z11-D	Z51	71300												
Z11-D	Z52	71300												
Z11-D	Z53	71300												
Z11-D	Z54	71300												
Z11-D	Z55	71300												
Z14	Z18	7000												
Z14	Z19	7000												
Z14	Z20	7000												
Z14	Z21	7000												
Z14	Z22	7000												
Z14	Z23	7000												
Z14	Z24	7000												
Z14	Z24-C	7000												
Z14	Z24-E	7000												
Z14	Z26	7000												
Z14	Z26-B	7000												
Z14	Z26-D	7000												
Z14	Z27	16300												
Z14	Z28	16300												
Z14	Z31	16300												
Z14	Z33	16300												
Z14	Z37	16300												
Z14	Z38	16300												
Z14	Z39	16300												
Z14	Z41	15800												
Z14	Z42	15800												
Z14	Z42-C	15800												
Z14	Z42-D	15800												
Z14	Z43	15800												
Z14	Z43-C	15800												
Z14	Z43-D	15800												
Z14	Z47	70500												
Z14	Z49	70500												
Z14	Z50	70500												
Z14	Z51	70500												
Z14	Z52	70500												
Z14	Z53	70500												
Z14	Z54	70500												
Z14	Z55	70500												
Z16	Z18	7000												
Z16	Z19	7000												
Z16	Z20	7000												
Z16	Z21	7000												
Z16	Z22	7000												
Z16	Z23	7000												
Z16	Z24	7000												
Z16	Z24-C	7000												
Z16	Z24-E	7000												
Z16	Z26	7000												
Z16	Z26-B	7000												
Z16	Z26-D	7000												
Z16	Z27	16300												
Z16	Z28	16300												
Z16	Z31	16300												
Z16	Z33	16300												
Z16	Z37	16300												
Z16	Z38	16300												
Z16	Z39	16300												
Z16	Z41	15800												
Z16	Z42	15800												
Z16	Z42-C	15800												
Z16	Z42-D	15800												
Z16	Z43	15800												
Z16	Z43-C	15800												
Z16	Z43-D	15800												
Z16	Z47	70500												
Z16	Z49	70500												
Z16	Z50	70500												
Z16	Z51	70500												
Z16	Z52	70500												
Z16	Z53	70500												
Z16	Z54	70500												
Z16	Z55	70500												
Z17	Z18	7000												
Z17	Z19	7000												
Z17	Z20	7000												
Z17	Z21	7000												
Z17	Z22	7000												
Z17	Z23	7000												
Z17	Z24	7000												
Z17	Z24-C	7000												
Z17	Z24-E	7000												
Z17	Z26	7000												
Z17	Z26-B	7000												
Z17	Z26-D	7000												
Z17	Z27	16300												
Z17	Z28	16300												
Z17	Z31	16300												
Z17	Z33	16300												
Z17	Z37	16300												
Z17	Z38	16300												
Z17	Z39	16300												
Z17	Z41	15800												
Z17	Z42	15800												
Z17	Z42-C	15800												
Z17	Z42-D	15800												
Z17	Z43	15800												
Z17	Z43-C	15800												
Z17	Z43-D	15800												
Z17	Z47	70500												
Z17	Z49	70500												
Z17	Z50	70500												
Z17	Z51	70500												
Z17	Z52	70500												
Z17	Z53	70500												
Z17	Z54	70500												
Z17	Z55	70500												
Z18	Z24	70												
Z18	Z24-C	70												
Z18	Z24-E	70												
Z18	Z26	210												
Z18	Z26-B	210												
Z18	Z26-D	210												
Z18	Z27	19300												
Z18	Z28	19300												
Z18	Z31	19300												
Z18	Z33	19300												
Z18	Z37	19300												
Z18	Z38	19300												
Z18	Z39	19300												
Z18	Z41	17900												
Z18	Z42	17900												
Z18	Z42-C	17900												
Z18	Z42-D	17900												
Z18	Z43	17900												
Z18	Z43-C	17900												
Z18	Z43-D	17900												
Z18	Z47	5400												
Z18	Z49	5400												
Z18	Z50	5400												
Z18	Z51	5400												
Z18	Z52	5400												
Z18	Z53	5400												
Z18	Z54	5400												
Z18	Z55	5400												
Z19	Z24	110												
Z19	Z24-C	110												
Z19	Z24-E	110												
Z19	Z26	160												
Z19	Z26-B	160												
Z19	Z26-D	160												
Z19	Z27	19300												
Z19	Z28	19300												
Z19	Z31	19300												
Z19	Z33	19300												
Z19	Z37	19300												
Z19	Z38	19300												
Z19	Z39	19300												
Z19	Z41	17900												
Z19	Z42	17900												
Z19	Z42-C	17900												
Z19	Z42-D	17900												
Z19	Z43	17900												
Z19	Z43-C	17900												
Z19	Z43-D	17900												
Z19	Z47	5400												
Z19	Z49	5400												
Z19	Z50	5400												
Z19	Z51	5400												
Z19	Z52	5400												
Z19	Z53	5400												
Z19	Z54	5400												
Z19	Z55	5400												
Z20	Z24	170												
Z20	Z24-C	170												
Z20	Z24-E	170												
Z20	Z26	80												
Z20	Z26-B	80												
Z20	Z26-D	80												
Z20	Z27	19300												
Z20	Z28	19300												
Z20	Z31	19300												
Z20	Z33	19300												
Z20	Z37	19300												
Z20	Z38	19300												
Z20	Z39	19300												
Z20	Z41	17900												
Z20	Z42	17900												
Z20	Z42-C	17900												
Z20	Z42-D	17900												
Z20	Z43	17900												
Z20	Z43-C	17900												
Z20	Z43-D	17900												
Z20	Z47	5400												
Z20	Z49	5400												
Z20	Z50	5400												
Z20	Z51	5400												
Z20	Z52	5400												
Z20	Z53	5400												
Z20	Z54	5400												
Z20	Z55	5400												
Z21	Z24	250												
Z21	Z24-C	250												
Z21	Z24-E	250												
Z21	Z26	70												
Z21	Z26-B	70												
Z21	Z26-D	70												
Z21	Z27	19300												
Z21	Z28	19300												
Z21	Z31	19300												
Z21	Z33	19300												
Z21	Z37	19300												
Z21	Z38	19300												
Z21	Z39	19300												
Z21	Z41	17900												
Z21	Z42	17900												
Z21	Z42-C	17900												
Z21	Z42-D	17900												
Z21	Z43	17900												
Z21	Z43-C	17900												
Z21	Z43-D	17900												
Z21	Z47	5400												
Z21	Z49	5400												
Z21	Z50	5400												
Z21	Z51	5400												
Z21	Z52	5400												
Z21	Z53	5400												
Z21	Z54	5400												
Z21	Z55	5400												
Z22	Z24	300												
Z22	Z24-C	300												
Z22	Z24-E	300												
Z22	Z26	90												
Z22	Z26-B	90												
Z22	Z26-D	90												
Z22	Z27	19300												
Z22	Z28	19300												
Z22	Z31	19300												
Z22	Z33	19300												
Z22	Z37	19300												
Z22	Z38	19300												
Z22	Z39	19300												
Z22	Z41	17900												
Z22	Z42	17900												
Z22	Z42-C	17900												
Z22	Z42-D	17900												
Z22	Z43	17900												
Z22	Z43-C	17900												
Z22	Z43-D	17900												
Z22	Z47	5400												
Z22	Z49	5400												
Z22	Z50	5400												
Z22	Z51	5400												
Z22	Z52	5400												
Z22	Z53	5400												
Z22	Z54	5400												
Z22	Z55	5400												
Z23	Z24	450												
Z23	Z24-C	450												
Z23	Z24-E	450												
Z23	Z26	160												
Z23	Z26-B	160												
Z23	Z26-D	160												
Z23	Z27	19300												
Z23	Z28	19300												
Z23	Z31	19300												
Z23	Z33	19300												
Z23	Z37	19300												
Z23	Z38	19300												
Z23	Z39	19300												
Z23	Z41	17900												
Z23	Z42	17900												
Z23	Z42-C	17900												
Z23	Z42-D	17900												
Z23	Z43	17900												
Z23	Z43-C	17900												
Z23	Z43-D	17900												
Z23	Z47	5400												
Z23	Z49	5400												
Z23	Z50	5400												
Z23	Z51	5400												
Z23	Z52	5400												
Z23	Z53	5400												
Z23	Z54	5400												
Z23	Z55	5400												
Z24	Z27	19300												
Z24	Z28	19300												
Z24	Z31	19300												
Z24	Z33	19300												
Z24	Z37	19300												
Z24	Z38	19300												
Z24	Z39	19300												
Z24	Z41	17900												
Z24	Z42	17900												
Z24	Z42-C	17900												
Z24	Z42-D	17900												
Z24	Z43	17900												
Z24	Z43-C	17900												
Z24	Z43-D	17900												
Z24	Z47	72900												
Z24	Z49	72900												
Z24	Z50	72900												
Z24	Z51	72900												
Z24	Z52	72900												
Z24	Z53	72900												
Z24	Z54	72900												
Z24	Z55	72900												
Z24-C	Z27	19300												
Z24-C	Z28	19300												
Z24-C	Z31	19300												
Z24-C	Z33	19300												
Z24-C	Z37	19300												
Z24-C	Z38	19300												
Z24-C	Z39	19300												
Z24-C	Z41	17900												
Z24-C	Z42	17900												
Z24-C	Z42-C	17900												
Z24-C	Z42-D	17900												
Z24-C	Z43	17900												
Z24-C	Z43-C	17900												
Z24-C	Z43-D	17900												
Z24-C	Z47	72900												
Z24-C	Z49	72900												
Z24-C	Z50	72900												
Z24-C	Z51	72900												
Z24-C	Z52	72900												
Z24-C	Z53	72900												
Z24-C	Z54	72900												
Z24-C	Z55	72900												
Z24-E	Z27	19300												
Z24-E	Z28	19300												
Z24-E	Z31	19300												
Z24-E	Z33	19300												
Z24-E	Z37	19300												
Z24-E	Z38	19300												
Z24-E	Z39	19300												
Z24-E	Z41	17900												
Z24-E	Z42	17900												
Z24-E	Z42-C	17900												
Z24-E	Z42-D	17900												
Z24-E	Z43	17900												
Z24-E	Z43-C	17900												
Z24-E	Z43-D	17900												
Z24-E	Z47	72900												
Z24-E	Z49	72900												
Z24-E	Z50	72900												
Z24-E	Z51	72900												
Z24-E	Z52	72900												
Z24-E	Z53	72900												
Z24-E	Z54	72900												
Z24-E	Z55	72900												
Z26	Z27	19300												
Z26	Z28	19300												
Z26	Z31	19300												
Z26	Z33	19300												
Z26	Z37	19300												
Z26	Z38	19300												
Z26	Z39	19300												
Z26	Z41	17900												
Z26	Z42	17900												
Z26	Z42-C	17900												
Z26	Z42-D	17900												
Z26	Z43	17900												
Z26	Z43-C	17900												
Z26	Z43-D	17900												
Z26	Z47	72900												
Z26	Z49	72900												
Z26	Z50	72900												
Z26	Z51	72900												
Z26	Z52	72900												
Z26	Z53	72900												
Z26	Z54	72900												
Z26	Z55	72900												
Z26-B	Z27	19300												
Z26-B	Z28	19300												
Z26-B	Z31	19300												
Z26-B	Z33	19300												
Z26-B	Z37	19300												
Z26-B	Z38	19300												
Z26-B	Z39	19300												
Z26-B	Z41	17900												
Z26-B	Z42	17900												
Z26-B	Z42-C	17900												
Z26-B	Z42-D	17900												
Z26-B	Z43	17900												
Z26-B	Z43-C	17900												
Z26-B	Z43-D	17900												
Z26-B	Z47	72900												
Z26-B	Z49	72900												
Z26-B	Z50	72900												
Z26-B	Z51	72900												
Z26-B	Z52	72900												
Z26-B	Z53	72900												
Z26-B	Z54	72900												
Z26-B	Z55	72900												
Z26-D	Z27	19300												
Z26-D	Z28	19300												
Z26-D	Z31	19300												
Z26-D	Z33	19300												
Z26-D	Z37	19300												
Z26-D	Z38	19300												
Z26-D	Z39	19300												
Z26-D	Z41	17900												
Z26-D	Z42	17900												
Z26-D	Z42-C	17900												
Z26-D	Z42-D	17900												
Z26-D	Z43	17900												
Z26-D	Z43-C	17900												
Z26-D	Z43-D	17900												
Z26-D	Z47	72900												
Z26-D	Z49	72900												
Z26-D	Z50	72900												
Z26-D	Z51	72900												
Z26-D	Z52	72900												
Z26-D	Z53	72900												
Z26-D	Z54	72900												
Z26-D	Z55	72900												
Z27	Z37	200												
Z27	Z38	200												
Z27	Z39	200												
Z27	Z41	1700												
Z27	Z42	1700												
Z27	Z42-C	1700												
Z27	Z42-D	1700												
Z27	Z43	1700												
Z27	Z43-C	1700												
Z27	Z43-D	1700												
Z27	Z47	54000												
Z27	Z49	54000												
Z27	Z50	54000												
Z27	Z51	54000												
Z27	Z52	54000												
Z27	Z53	54000												
Z27	Z54	54000												
Z27	Z55	54000												
Z28	Z37	200												
Z28	Z38	200												
Z28	Z39	200												
Z28	Z41	1700												
Z28	Z42	1700												
Z28	Z42-C	1700												
Z28	Z42-D	1700												
Z28	Z43	1700												
Z28	Z43-C	1700												
Z28	Z43-D	1700												
Z28	Z47	54000												
Z28	Z49	54000												
Z28	Z50	54000												
Z28	Z51	54000												
Z28	Z52	54000												
Z28	Z53	54000												
Z28	Z54	54000												
Z28	Z55	54000												
Z31	Z37	200												
Z31	Z38	200												
Z31	Z39	200												
Z31	Z41	1700												
Z31	Z42	1700												
Z31	Z42-C	1700												
Z31	Z42-D	1700												
Z31	Z43	1700												
Z31	Z43-C	1700												
Z31	Z43-D	1700												
Z31	Z47	54000												
Z31	Z49	54000												
Z31	Z50	54000												
Z31	Z51	54000												
Z31	Z52	54000												
Z31	Z53	54000												
Z31	Z54	54000												
Z31	Z55	54000												
Z33	Z37	200												
Z33	Z38	200												
Z33	Z39	200												
Z33	Z41	1700												
Z33	Z42	1700												
Z33	Z42-C	1700												
Z33	Z42-D	1700												
Z33	Z43	1700												
Z33	Z43-C	1700												
Z33	Z43-D	1700												
Z33	Z47	54000												
Z33	Z49	54000												
Z33	Z50	54000												
Z33	Z51	54000												
Z33	Z52	54000												
Z33	Z53	54000												
Z33	Z54	54000												
Z33	Z55	54000												
Z37	Z41	1700												
Z37	Z42	1700												
Z37	Z42-C	1700												
Z37	Z42-D	1700												
Z37	Z43	1700												
Z37	Z43-C	1700												
Z37	Z43-D	1700												
Z37	Z47	54000												
Z37	Z49	54000												
Z37	Z50	54000												
Z37	Z51	54000												
Z37	Z52	54000												
Z37	Z53	54000												
Z37	Z54	54000												
Z37	Z55	54000												
Z38	Z41	1700												
Z38	Z42	1700												
Z38	Z42-C	1700												
Z38	Z42-D	1700												
Z38	Z43	1700												
Z38	Z43-C	1700												
Z38	Z43-D	1700												
Z38	Z47	54000												
Z38	Z49	54000												
Z38	Z50	54000												
Z38	Z51	54000												
Z38	Z52	54000												
Z38	Z53	54000												
Z38	Z54	54000												
Z38	Z55	54000												
Z39	Z41	1700												
Z39	Z42	1700												
Z39	Z42-C	1700												
Z39	Z42-D	1700												
Z39	Z43	1700												
Z39	Z43-C	1700												
Z39	Z43-D	1700												
Z39	Z47	54000												
Z39	Z49	54000												
Z39	Z50	54000												
Z39	Z51	54000												
Z39	Z52	54000												
Z39	Z53	54000												
Z39	Z54	54000												
Z39	Z55	54000												
Z41	Z47	55700												
Z41	Z49	55700												
Z41	Z50	55700												
Z41	Z51	55700												
Z41	Z52	55700												
Z41	Z53	55700												
Z41	Z54	55700												
Z41	Z55	55700												
Z42	Z47	55700												
Z42	Z49	55700												
Z42	Z50	55700												
Z42	Z51	55700												
Z42	Z52	55700												
Z42	Z53	55700												
Z42	Z54	55700												
Z42	Z55	55700												
Z42-C	Z47	55700												
Z42-C	Z49	55700												
Z42-C	Z50	55700												
Z42-C	Z51	55700												
Z42-C	Z52	55700												
Z42-C	Z53	55700												
Z42-C	Z54	55700												
Z42-C	Z55	55700												
Z42-D	Z47	55700												
Z42-D	Z49	55700												
Z42-D	Z50	55700												
Z42-D	Z51	55700												
Z42-D	Z52	55700												
Z42-D	Z53	55700												
Z42-D	Z54	55700												
Z42-D	Z55	55700												
Z43	Z47	55700												
Z43	Z49	55700												
Z43	Z50	55700												
Z43	Z51	55700												
Z43	Z52	55700												
Z43	Z53	55700												
Z43	Z54	55700												
Z43	Z55	55700												
Z43-C	Z47	55700												
Z43-C	Z49	55700												
Z43-C	Z50	55700												
Z43-C	Z51	55700												
Z43-C	Z52	55700												
Z43-C	Z53	55700												
Z43-C	Z54	55700												
Z43-C	Z55	55700												
Z43-D	Z47	55700												
Z43-D	Z49	55700												
Z43-D	Z50	55700												
Z43-D	Z51	55700												
Z43-D	Z52	55700												
Z43-D	Z53	55700												
Z43-D	Z54	55700												
Z43-D	Z55	55700												
													
